id,name,references,strong,close,total
b22951635,Lieutenant Edward Clark,1,2,0,2
b22951647,Private James Mochrie,1,1,0,1
b22951659,Jim Woodgate,1,1,0,1
b22951672,George Gilfillan,1,1,0,1
b22951684,Private Oswald Griffen,2,2,1,3
b22951696,Private Richard Hanson,1,1,1,2
b22951702,Private Norman McLeod,1,1,0,1
b22951714,Sergeant A. Carter,1,1,0,1
b22951726,Patrick Shanahan,1,0,0,0
b22951738,Gunner Alfred Ewen,1,1,0,1
b2295174x,Private Norman McLeod,2,2,0,2
b22951751,Private Robert Marcus,1,1,0,1
b22951763,Corporal Stanley Mayfield,1,0,0,0
b22951775,Private Herbert James Dadleff,1,1,0,1
b22951787,Private Frank White,1,1,9,10
b22951799,Private W. Bell,1,1,3,4
b22951805,Private Richard Frankcom,1,1,0,1
b22951829,Richard Roads,1,1,1,2
b22951830,William Gribble,2,0,0,0
b22951842,Captain C. Lamb,1,1,5,6
b22951878,Captain H. Seager,1,1,1,2
b2295188x,Private Patrick Morony,2,1,1,2
b22951891,Private R. Morgan,1,1,6,7
b22951908,Lance Sergeant J. Webb,1,1,3,4
b2295191x,Lieutenant Walter Matthews,1,1,2,3
b22951921,Lieutenant Sigel,1,1,0,1
b22951933,Corporal R. Grant Allan,1,1,1,2
b22951945,Private Harold Leslie Sawley,1,1,0,1
b22951957,Private A. Brockhoff,1,1,0,1
b22951969,Bombardier J. Perry,1,1,1,2
b22951970,Private M. O'Donnell,1,2,0,2
b22951982,Private James Quinn,1,0,0,0
b22951994,Signaller Horace Corbett,1,1,0,1
b22952007,Wilfred Webb,1,0,0,0
b22952019,Private Frank Slee,1,1,0,1
b22952020,Private Thomas Hill,1,1,8,9
b22952032,Private William Neighbour,1,1,0,1
b22952056,Lieutenant Andrew Reid,1,1,0,1
b22952068,Sapper J. Roden,1,1,0,1
b2295207x,Private Oscar Godlee,1,1,0,1
b22952081,Private H. Hindmarsh,1,0,3,3
b22952093,Captain Louis Holmes,1,1,1,2
b2295210x,Corporal Robert Fraser,1,1,1,2
b22952111,Douglas Murphy,1,1,1,2
b22952123,Corporal C. Davidson,1,1,2,3
b22952135,Lance Corporal Gordon Simmons,1,1,0,1
b22952159,Thomas McCann,2,2,1,3
b22952160,Eric Clark,1,1,0,1
b22952172,Private Norman Williams,1,1,3,4
b22952184,Ray Jaques,1,1,0,1
b22952196,Private Melville Fradd,1,1,0,1
b22952202,Private Bruce Godfree,1,1,0,1
b22952214,Frederick Tralaggan,1,1,0,1
b22952226,Tom Farrell,1,0,0,0
b22952238,Private J. Hildebrand,1,0,1,1
b2295224x,Private Reynold Farrell,2,0,1,1
b22952251,Lance Corporal William Taylor,2,1,7,8
b22952263,Corporal Harvey (sic) Parker,1,0,1,1
b22952275,Major Henry Crowther,1,1,0,1
b22952287,Captain Charles Howden,1,1,0,1
b22952299,Lieutenant Leslie Allen,1,1,0,1
b22952305,Second Lieutenant David Avard,1,1,0,1
b22952317,Lieutenant Frank Bethune,1,1,0,1
b22952329,Second Lieutenant Bert Bradford,1,1,0,1
b22952330,Lieutenant Leslie Browning,1,1,0,1
b22952342,Lieutenant Stanley Calderwood,1,1,0,1
b22952354,Captain Percy Cherry,1,1,2,3
b22952366,Lieutenant Edmund Cornish,1,1,0,1
b22952378,Lieutenant Eden Davies,1,1,1,2
b2295238x,Lieutenant William Davies,1,1,1,2
b22952391,Lieutenant Raymond Evatt,1,1,0,1
b22952408,Lieutenant Leon Ferguson,1,1,1,2
b2295241x,Lieutenant Frank Sutherland (sic) Hall,1,1,1,2
b22952421,Captain John Hardie,1,1,0,1
b22952433,Lieutenant William Hardwick,1,1,0,1
b22952445,Lieutenant John Hill,1,1,7,8
b22952457,Captain Sydney Houghton,1,1,0,1
b22952469,Captain Allan Jones,1,1,1,2
b22952470,Captain Alfred Knightley,1,1,0,1
b22952482,Second Lieutenant William Leaver,1,1,0,1
b22952494,Lieutenant Francis Lloyd,1,1,1,2
b22952500,Lieutenant Robert Murray,1,1,5,6
b22952512,Captain William Robertson,1,1,1,2
b22952524,Second Lieutenant Charles Scott,1,1,7,8
b22952536,Lieutenant Nelson Scrivener,1,1,0,1
b22952548,Lieutenant Edward Smythe,1,1,0,1
b2295255x,Lieutenant William Syme,1,1,0,1
b22952561,Lieutenant Cyril Ward,1,1,1,2
b22952573,Captain Augustus Woods,1,1,1,2
b22952585,Company Sergeant Major Thomas Crooks,1,1,0,1
b22952597,Private J. Allman,1,0,0,0
b22952603,Acting Sergeant T. Arkinstall,1,0,0,0
b22952615,Lance Corporal D. Arnall,1,0,0,0
b22952627,Corporal A. Bailey,1,1,1,2
b22952639,Lance Corporal A. Bailey,1,1,1,2
b22952640,Bomber M. Baines,1,1,0,1
b22952652,Private T. Blunden,1,1,0,1
b22952664,Private W. Bond,1,1,2,3
b22952676,Acting Corporal E. D. Bradbee,1,1,0,1
b22952688,Private G. Breitman,1,0,0,0
b2295269x,Private W. Brown,1,1,12,13
b22952706,Lance Corporal S. Browse,1,1,0,1
b22952718,Sergeant J. Byrne,1,1,0,1
b2295272x,Private C. Catt,1,1,1,2
b22952731,Private H. Smith,1,1,20,21
b22952743,Lieutenant Frederick Lawson,1,1,1,2
b22952755,Chaplain-Reverend F. Durnford,1,1,0,1
b22952767,Surgeon-Captain D. Steele,1,1,0,1
b22952779,Lieutenant K. Crewes,1,1,0,1
b22952780,Captain R. Somerville,1,1,0,1
b22952792,Major Noel Loutit,1,1,0,1
b22952809,Lieutenant A. Cronin,1,1,0,1
b22952810,Private L. Wright,1,0,2,2
b22952822,Private W. Worner,1,0,0,0
b22952834,Lance Corporal S. Woollams,1,0,0,0
b22952846,Acting Corporal L. Willoughby,1,0,0,0
b22952858,Sergeant T. Clare,1,0,3,3
b2295286x,Sergeant H. Cloughs (sic),1,0,0,0
b22952871,Private Alec Coe,1,1,0,1
b22952883,Sergeant J. Cook,1,1,4,5
b22952895,Lance Corporal W. Court,1,1,7,8
b22952901,Private M. David,1,1,3,4
b22952913,Sergeant H. Davis,1,1,6,7
b22952925,Sergeant G. Dick,1,1,1,2
b22952937,Lance Corporal F. Dwyer,1,1,0,1
b22952949,Bomber B. Eneberg,1,1,0,1
b22952950,Acting Sergeant S. Goldsmith,1,1,0,1
b22952962,Lance Corporal J. Gordon,1,1,8,9
b22952974,Private W. Grear,1,1,0,1
b22952986,L. Hall,1,1,6,7
b22953000,Corporal R. H. (sic) Street,1,1,32,33
b22953012,Private A. J. G. Taylor,1,1,5,6
b22953024,Private G. Turner,1,1,2,3
b22953036,Private T. Turvey,1,1,0,1
b22953048,Private F. Tweedie,1,0,0,0
b2295305x,Corporal E. Winslett,1,0,0,0
b22953061,Corporal H. Ritter,1,0,0,0
b22953085,Sergeant E. Scott,1,1,8,9
b22953097,Private C. Secomb,1,0,0,0
b22953103,Sergeant J. Slater,1,0,3,3
b22953115,Private W. Stein,1,0,1,1
b22953127,Lance Corporal G. Sterling (sic),1,0,0,0
b22953139,Private G. McIntyre,1,0,0,0
b22953140,Private G. Nicolls,1,0,0,0
b22953152,Private K. Nielsen,1,1,0,1
b22953164,Corporal M. O'Brien,1,1,3,4
b22953176,Corporal F. Parson (sic),1,0,0,0
b22953188,Lance Corporal A. Pattinson,1,1,0,1
b2295319x,Corporal A. Porritt,1,1,0,1
b22953206,Acting Corporal J. Kenny,1,1,2,3
b22953218,Lance Corporal W. Kiel,1,1,0,1
b2295322x,Corporal R. Laycock,1,1,0,1
b22953231,Acting Sergeant I. Ling,1,1,3,4
b22953243,Sapper E. Mayhew,1,1,0,1
b22953255,Lance Corporal R. MacGregor,1,0,0,0
b22953267,Private S. McGregor,1,1,1,2
b22953279,Captain W. Hawke,1,1,0,1
b22953280,Acting Sergeant G. Henderson,1,1,2,3
b22953292,Sergeant R. Hoffman,1,1,0,1
b22953309,Private J. Hogan,1,1,0,1
b22953310,Private E. Hughes,1,1,2,3
b22953322,Private L. Kennedy,1,1,2,3
b22953334,Private Thomas Carter,1,1,2,3
b22953346,Driver Leslie Collins,2,1,1,2
b22953358,Lance Corporal Percy Scroop,1,1,0,1
b2295336x,A. Ivan Dowding,1,1,0,1
b22953371,Private F. Green,1,1,9,10
b22953383,Private Sam Hill,2,0,26,26
b22953395,Driver George Hill,3,2,13,15
b22953401,Driver Keith Jarvis,2,1,1,2
b22953413,William Murdoch,1,1,0,1
b22953425,Sergeant J. Fergusson (sic),1,0,0,0
b22953437,Sergeant M. Bonnar,1,1,0,1
b22953449,Private O. August,1,2,3,5
b22953450,Lieutenant L. Watts,2,2,2,4
b22953462,Corporal Oscar Vigar,3,1,2,3
b22953474,Trooper Arthur Tucker,2,2,0,2
b22953486,Private Nicholas McInerney,1,0,0,0
b22953498,Private Wilfred Moss,2,1,1,2
b22953504,Sapper Arthur Hawke,3,3,1,4
b22953516,Sergeant G. Bice,1,2,0,2
b22953528,Corporal H. Mobbs,2,1,2,3
b2295353x,Private H. P. Whittaker,3,0,3,3
b22953541,Private J. Matthews,1,1,2,3
b22953553,Private G. Langdon,2,1,3,4
b22953565,Private F. Quinn,1,1,1,2
b22953577,Gunner A. Orme,1,0,0,0
b22953589,Private W. Morgan,2,1,7,8
b22953590,Gunner Arthur Gilligan,3,1,0,1
b22953607,Private L. Baldock,1,1,0,1
b22953619,Private W. Ninnes,2,0,0,0
b22953620,Private B. Gilbert,1,0,2,2
b22953632,Private Clifford Nation,3,1,23,24
b22953644,Lieutenant Norman Harold McBride,3,2,3,5
b22953656,Trooper W. Fox,2,1,4,5
b22953668,Seaman W. Gleeson,1,0,1,1
b2295367x,Private Ernest William Collins,2,0,8,8
b22953681,Private G. H. King,1,1,21,22
b22953693,Lance-Corporal C. Parker,1,0,4,4
b2295370x,Private W. Young,1,0,16,16
b22953723,Sergeant Leland C. Tonkin,2,1,7,8
b22953747,Private Gustave Sporn,2,1,1,2
b22953760,Private R. Moody,1,1,1,2
b22953772,Private R. Dodd,1,1,2,3
b22953784,Private Herbert Nazer,2,1,2,3
b22953796,Trooper H. Green,1,0,8,8
b22953802,Private Oswald Leonard Briggs,2,2,1,3
b22953814,Private A. O. Anderson,1,1,5,6
b22953826,Corporal Harry Lee-Thomas,2,1,1,2
b22953838,Sapper H. Cleaveland (sic),1,0,1,1
b2295384x,Gunner H. Inglis,2,2,1,3
b22953851,Private Arthur Duffy,3,3,1,4
b22953863,Private H. Rohde,3,2,1,3
b22953875,Private George Barnes,2,2,3,5
b22953887,Private P. Richardson,3,1,7,8
b22953899,Private R. Rigney,4,0,1,1
b22953917,Corporal Charles Harry,2,3,4,7
b22953929,Private E. Hewish,3,0,2,2
b22953930,Private Patrick Joseph Dowd,2,1,2,3
b22953942,Private W. Parker,2,0,7,7
b22953954,Private A. W. Mobbs,2,2,1,3
b22953966,Private Victor P. Arscott,3,3,0,3
b22953978,Private W. (Wilfred) Barnett,1,1,1,2
b2295398x,Private Leslie G.  Morrison,2,1,4,5
b22953991,Private Allan Wallace,1,1,1,2
b22954016,All serving their King,1,1,42,43
b22954028,Major G. B. Bosanquet,1,0,0,0
b2295403x,Private Ernest W. S. Threadgold,2,3,0,3
b22954041,Corporal Frank G. H. Pownall,2,2,0,2
b22954053,Dougal (sic) James McArthur,1,1,0,1
b22954065,Harry Rees,1,1,0,1
b22954077,Private Edward Bertram Andrews,2,2,0,2
b22954089,Private Edgar J. Elleway,1,2,0,2
b22954090,Corporal Roy N. White,2,2,45,47
b22954107,Private Archibald Frederick Gardiner,1,1,0,1
b22954119,Private C. Tainsh,1,1,0,1
b22954120,Private Vivian Main,2,2,7,9
b22954132,Signaller Jim White,1,1,2,3
b22954144,Private J. Dowling,1,0,0,0
b22954156,Trooper Herbert John Hilder,4,2,2,4
b22954168,Corporal Hurtle Emery,3,1,2,3
b22954181,Lieutenant Errol Cruickshank,2,0,0,0
b22954193,Flight Lieutenant J. Sandy,1,1,2,3
b2295420x,Second Lieutenant Randal Virgoe,1,1,0,1
b22954211,Sergeant M. Gurr,1,1,1,2
b22954223,Gunner John Delo,3,2,1,3
b22954235,Corporal Riland Tucker,2,1,2,3
b22954247,Lieutenant R. Raws,3,2,1,3
b22954259,Hartley Ellis,1,1,0,1
b22954260,Private Reginald Hall,3,3,10,13
b22954272,Private Charles John Jennings,3,2,2,4
b22954284,Private Harold Hall,3,2,13,15
b22954296,Trooper Charles J. (sic) Bennett,1,1,4,5
b22954302,Private Allen Bolt,1,1,1,2
b22954314,Private Frederick Blieschke,1,0,0,0
b22954326,Haswell Finey,2,0,1,1
b22954338,Sergeant Stanley Ernest Bowyer,3,2,0,2
b2295434x,Driver J. Harding,2,1,1,2
b22954351,Private D. William Jones,1,0,6,6
b22954363,Private Joseph Jackson,2,1,5,6
b22954375,Lance Corporal Garnet Kelly,1,0,2,2
b22954387,Lieutenant Colonel Allan Leane,1,0,0,0
b22954399,Private Edmund Millar,1,0,1,1
b22954405,Corporal M. J. McMahon,1,0,1,1
b22954417,Driver Oscar Nelson,2,0,3,3
b22954429,Jack Oram,1,0,1,1
b22954430,Private Ernest Polkinghorne,2,0,1,1
b22954442,Sergeant Ernest Rogers,1,0,1,1
b22954454,Jack Powell,1,0,1,1
b22954466,Private Jack Tanner,1,0,1,1
b22954478,Harold White,1,0,1,1
b2295448x,Private W. Webb,1,0,9,9
b22954491,Private Robert Wetherell,4,2,1,3
b22954508,Robert Yon,1,0,1,1
b2295451x,Herbert Young,1,0,3,3
b22954521,Driver H. Penney,1,1,0,1
b22954533,Private G. Greenshields,1,1,0,1
b22954545,Captain A. Fraser,1,2,1,3
b22954557,Lieutenant Alexander Sladdin,1,1,0,1
b22954569,Lieutenant F. Cherry,1,1,1,2
b22954570,Sergeant G. Manning,1,1,2,3
b22954582,Major Gordon Sandford,1,1,0,1
b22954594,Captain R. Smith,1,3,14,17
b22954600,Private Jack Rees,1,1,0,1
b22954612,Captain R. Hogg,1,1,0,1
b22954624,Sapper W. Touchell,1,1,0,1
b22954636,Lieutenant M. Stanford,1,1,1,2
b22954648,Lieutenant W. Winter,1,1,10,11
b2295465x,Lieutenant L. Hargrave,2,2,1,3
b22954661,Lance Corporal S. Flynn,1,1,0,1
b22954673,Second Lieutenant T. Towers,1,0,1,1
b22954685,Gunner E. Schulz,1,0,0,0
b22954697,Corporal E. Cameron,1,1,1,2
b22954703,Private J. Murphy,1,0,4,4
b22954715,Private Jack Drew,1,1,3,4
b22954727,Private Lear Edwards,1,0,3,3
b22954739,Sergeant G. Foster,1,0,2,2
b22954740,Private Hurtle Gardner,1,0,1,1
b22954752,Lieutenant Austin Heithersay,1,0,0,0
b22954764,Claude Ladyman,1,0,1,1
b22954776,Private Archie Turner,1,0,3,3
b22954788,Private William Tobin,1,0,1,1
b2295479x,Private Charles Tucker,2,1,1,2
b22954806,Lance Corporal Bernard Walsh,2,0,2,2
b22954818,Sapper F. Wundenberg,2,2,1,3
b2295482x,Lance-Corporal Ernest Stanton,1,1,0,1
b22954831,Private Daniel Carey,1,1,0,1
b22954843,Private Bertie Evans,2,2,3,5
b22954855,Private D. Fleming,1,1,1,2
b22954867,Private W. Burton,1,1,1,2
b22954879,Lance Corporal Kenton Moore,2,2,2,4
b22954880,Private F. Cullen,2,1,0,1
b22954892,Private Norman Hocking,4,3,3,6
b22954909,Driver George Eddington,1,1,0,1
b22954910,Leslie De Fontenay,2,0,0,0
b22954922,Lance Corporal Murray Bax,1,1,0,1
b22954934,Private Joseph Butler,1,1,2,3
b22954946,Private Alfred Carlson,1,1,0,1
b22954958,Private Stanley Carraill,5,0,1,1
b2295496x,Lance Corporal William Donnellan,1,1,0,1
b22954971,Second Lieutenant Stanley Lewis,2,1,15,16
b22954983,Corporal A. Cox,1,1,1,2
b22954995,Private Albert Edwards,3,1,8,9
b22955008,Private Frederick Norris,2,0,0,0
b2295501x,Corporal T. Campbell,1,1,5,6
b22955021,Private C. Hill,1,2,11,13
b22955033,Lance Sergeant R. Meggs,3,2,0,2
b22955045,Private H. Newell,1,1,0,1
b22955057,Private Jack Larwood,2,0,1,1
b22955069,Sergeant T. Bryan,1,2,1,3
b22955070,Private G. Turner,1,2,1,3
b22955082,Lance Corporal W. Wylie,1,1,0,1
b22955094,Second Lieutenant Edgar Noblet,1,0,0,0
b22955100,Private Charles Rule,2,1,6,7
b22955112,Sapper H. Beames,1,1,0,1
b22955124,Private P. Olifent,1,0,0,0
b22955136,Private Colin Wilson,3,5,4,9
b22955148,Private T. W. Ryan,2,0,10,10
b2295515x,Private A. J. Watson,2,2,7,9
b22955161,Private J. Burton,1,1,1,2
b22955173,Private H. Deer,1,1,0,1
b22955185,Private James Cheriton,2,2,1,3
b22955197,Lieutenant Theo Felstead,1,1,0,1
b22955203,Arthur Petch,1,1,0,1
b22955215,Lieutenant Percy Lawson,1,1,0,1
b22955227,Frederick McPharlin,1,1,0,1
b22955239,Private G. Crowhurst,5,2,1,3
b22955240,Private G. Francis,2,2,7,9
b22955252,Arthur Glover,2,2,0,2
b22955264,Driver Harold Howe,2,1,1,2
b22955276,Private Allan H. Lawrie,2,3,0,3
b22955288,Gunner Robert Martin,1,1,0,1
b2295529x,Trooper George Wallace,2,2,2,4
b22955306,Private O. Ash,1,1,2,3
b22955318,Private Harry Cameron,1,1,3,4
b22955331,Private Clarence Hogan,1,1,0,1
b22955343,Driver J. Harding,2,1,1,2
b22955355,Gunner George Lawson,1,1,0,1
b22955367,Private John McMahon,1,1,0,1
b22955379,Private Daniel McCarthy,1,1,0,1
b22955380,Private Willie Nurse,1,1,2,3
b22955392,Private Herbert Plunkett,1,1,0,1
b22955409,Private W. C.  Donovan,1,2,0,2
b22955410,Private William Read,1,1,1,2
b22955422,Captain W. Gordon Lush,1,1,0,1
b22955434,Sergeant W. Moffatt,1,1,0,1
b22955446,Sergeant R. Carter,1,1,3,4
b2295546x,Sergeant G. Gardiner,2,1,2,3
b22955471,Private Thomas Hustler,1,1,0,1
b22955483,Private Charles Ely,2,2,0,2
b22955495,Private Alfred Wilson,1,1,4,5
b22955501,Private H. Neimeyer,1,0,0,0
b22955513,Private H. Mazer (sic),1,0,0,0
b22955525,Private Eric Siggs,4,0,1,1
b22955537,Private S. McTavish (sic),1,0,0,0
b22955550,Private W. Harding,1,0,1,1
b22955562,Private B. Clarke,1,0,4,4
b22955574,Sergeant E. Pike,1,1,2,3
b22955586,Private P. Richards,1,0,4,4
b22955598,Sergeant Oscar Diercks,2,2,0,2
b22955604,Private John Davies,1,1,1,2
b22955616,Private D. Maloney,1,0,1,1
b22955628,Sergeant Ray Baldock,2,1,0,1
b2295563x,Arthur Smith,1,1,1,2
b22955641,Soldier Prettejohn,1,0,0,0
b22955653,Frank Tavender,1,0,0,0
b22955665,Corporal W. Beaumont,1,1,0,1
b22955677,Sapper George Trenberth,2,1,0,1
b22955689,Private Samuel Hutchison,4,2,2,4
b22955690,Private J. Kerr,1,1,0,1
b22955707,Henry Ash,1,1,0,1
b22955719,Private Harry Buse,1,1,0,1
b22955720,Private George Gregory,1,1,0,1
b22955732,Private Charles Hogan,1,1,0,1
b22955744,Edward Henderson,1,1,1,2
b22955756,Private J. Martin,1,1,4,5
b22955768,Private Reginald Mugg,1,1,0,1
b2295577x,Seaman John Riddell,1,0,1,1
b22955781,Daniel Roos,1,0,0,0
b22955793,Driver W. Tregonning,2,1,1,2
b2295580x,Private Robert Tandy,1,0,1,1
b22955811,Driver Charles Woolcock,1,0,1,1
b22955823,Private Louis Paternoster,1,1,0,1
b22955835,Private F. Banwell,1,0,0,0
b22955847,Sapper C. E. Burley,2,2,0,2
b22955859,Gunner Harry Andreason,1,1,0,1
b22955860,Private G. Wells,2,1,10,11
b22955872,Jack Baker,1,1,2,3
b22955884,John Biglands,2,0,0,0
b22955896,Lance Corporal H. Dix,1,1,0,1
b22955902,Lieutenant Frank Davis,1,1,1,2
b22955914,Driver John Harrell,1,1,0,1
b22955926,Signaller A. Ivy,1,1,0,1
b22955938,Private (Robert) Gordon Murray,1,1,1,2
b2295594x,Private William MacFarlane,1,1,0,1
b22955951,Sergeant Gomer Maslin,1,0,0,0
b22955963,Private Leonard Pepper,1,1,1,2
b22955975,Private L. Tollner,1,1,0,1
b22955987,Private J. Wilks,2,1,1,2
b22955999,Private Edgar Burchell,3,2,2,4
b22956001,Private E. MacGowan,3,1,1,2
b22956013,Arthur Lowrie,2,1,0,1
b22956025,Len Bemold,1,0,0,0
b22956037,W. Douglas Chapman,1,1,1,2
b22956049,Private William Gilchrist,1,1,0,1
b22956050,W. Kean,1,0,0,0
b22956062,Sergeant Harry Lands,1,1,2,3
b22956074,Private Thomas McCann,2,2,0,2
b22956086,Bert Mildrum,1,0,0,0
b22956098,Soldier Cloy,1,0,0,0
b22956104,Private Frank Martin,1,1,2,3
b22956116,Trooper Charles Patten,1,1,0,1
b22956128,Private R. Robinson,1,1,4,5
b2295613x,Trooper E. Smith,1,1,17,18
b22956141,Private Walter Sharrad,2,0,1,1
b22956153,Private Robert Turner,1,0,1,1
b22956165,Acting Corporal Leonard Whittney,1,0,0,0
b22956177,Private E. Williams,1,3,4,7
b22956189,Sapper N. Edmonds,1,0,2,2
b22956207,Private Victor O'Grady,1,1,0,1
b22956219,Driver G. Bishop,1,1,4,5
b22956220,Lance Corporal Charles Godlee,2,1,0,1
b22956232,Frank Angrave,2,2,0,2
b22956244,Albert Butterworth,1,1,0,1
b22956256,Private Richard Bailey,2,1,4,5
b22956268,Private Albert Burford,1,1,0,1
b2295627x,Private Joe Cox,2,1,3,4
b22956281,Charles Dyer,1,1,0,1
b22956293,Leslie Davenport,1,1,0,1
b2295630x,Roy Fels,1,1,0,1
b22956311,Lieutenant Albert Galloway,2,1,1,2
b22956323,Private Andrew Halvorsen,2,0,1,1
b22956335,Major J. Kayser,1,0,1,1
b22956347,Private George May,2,0,80,80
b22956359,Lance Sergeant Maurice Mayfield,2,0,3,3
b22956360,Private Simon Pack,1,0,2,2
b22956372,Private Horace Pischner (sic),1,0,1,1
b22956384,Saddler P. Paget,1,0,1,1
b22956396,Private J. Rowntree,1,0,1,1
b22956402,Private Charles Smith,1,0,5,5
b22956414,Private Arthur Trenwith,1,0,1,1
b22956426,Private Harold Tunn,1,0,1,1
b22956438,Lance Corporal Arthur Wilcox,1,0,1,1
b2295644x,Joe Winter,1,0,1,1
b22956451,Lieutenant H. Dickson,1,1,1,2
b22956463,Captain J. R. Cain,1,1,2,3
b22956475,Private T. Ryan,1,1,2,3
b22956499,Private W. Trezona,2,0,1,1
b22956505,Private W. Woolcock,1,1,0,1
b22956517,Sapper Roy Preece,1,1,0,1
b22956529,Signaller James Roach,1,1,0,1
b22956530,Bombardier Charles Fulgrabe (sic),1,0,1,1
b22956542,Private Kennion Coombs,2,2,2,4
b22956554,Private F. Miatke,2,1,1,2
b22956566,Private Arthur Ward,2,2,7,9
b22956578,Private Teddy Bellis,3,1,0,1
b2295658x,Private Matthew Dolan,3,2,1,3
b22956591,Private James McLellan,2,2,1,3
b22956608,Private Arthur Cleary,2,1,2,3
b2295661x,Company Sergeant Major Hector Colebatch,3,1,1,2
b22956621,Lance Corporal Gordon Williams,3,1,9,10
b22956633,Private Ernest Noy,4,2,1,3
b22956645,Private Ernest Viney,5,2,2,4
b22956657,Private Alfred Christian,3,2,6,8
b22956669,Private Peter Christian,1,1,1,2
b22956670,Lance Corporal Lionel Harvey,3,1,7,8
b22956682,Private R. Barrett,3,3,1,4
b22956694,Private Alfred Rowntree,4,3,0,3
b22956700,Private George Marshall,3,0,15,15
b22956724,Private William Shueard,3,2,1,3
b22956736,Private H. Duncan,2,2,7,9
b22956748,Private B. Bates,1,1,1,2
b2295675x,Second Lieutenant Herbert Hammond,3,2,5,7
b22956773,Lance Corporal Edwin Wright,4,3,7,10
b22956785,Horace Shepherd,1,1,0,1
b22956797,Private John Rigby,2,2,0,2
b22956803,Private Stuart Wooldridge,4,2,0,2
b22956815,Sergeant Ivor Harris,3,5,26,31
b22956827,Private Sydney Love,4,3,17,20
b22956839,Private Bert Gallagher,4,2,3,5
b22956840,Private C. Mounce,1,1,0,1
b22956852,Private W. Trenorden,2,1,1,2
b22956864,Private William Cundy,2,1,0,1
b22956876,Private William Camp,1,1,4,5
b22956888,Private Phillip Bevan,1,1,0,1
b2295689x,Private John O'Leary,4,4,2,6
b22956906,William Lamshed,3,1,3,4
b22956918,Private D. Wright,2,1,4,5
b2295692x,Sergeant Arthur Ash,1,1,0,1
b22956931,Private Charles Allen,1,0,1,1
b22956943,Private William Allen,1,0,2,2
b22956955,Private Frederick Britton,1,0,1,1
b22956967,Private Ernest Baker,1,0,3,3
b22956979,James Blight,1,0,1,1
b22956980,Charles Bird,1,0,2,2
b22956992,Private William Bennie,2,1,0,1
b22957005,Private Reginald Coad,1,0,1,1
b22957017,Sergeant Charles Dyre (sic),1,0,1,1
b22957029,Private Tom Dunstan,1,0,1,1
b22957030,Private Fred Fuller,1,0,1,1
b22957042,Private David Guthrie,1,0,1,1
b22957054,Private A. Graham,1,0,2,2
b22957066,Private E. Hann,1,0,1,1
b22957078,Private John Hawkes,1,0,1,1
b2295708x,Sergeant Roy Larwood,2,0,2,2
b22957091,Lester McLeod,1,0,0,0
b22957108,Lance Corporal D. McKenzie,1,0,0,0
b2295711x,Private William McBeath,1,0,1,1
b22957121,Len Neander,1,0,0,0
b22957133,Private John O'Brien,1,0,1,1
b22957145,Private Alfred Pitt,1,0,2,2
b22957157,Private Joseph Radoslovich,1,0,0,0
b22957169,Sergeant Walter Riley,1,0,2,2
b22957170,Private Robert Read,2,0,11,11
b22957182,Private William Rowe,2,0,2,2
b22957194,Donald Scott,1,0,1,1
b22957200,Private Laurence (sic) Swain,2,0,2,2
b22957212,Lance Corporal Harry Sampson,1,0,1,1
b22957224,Private Lindsay Steer,1,0,1,1
b22957236,Private A. Simons,2,0,2,2
b22957248,Fred Vogel,1,0,1,1
b2295725x,Lieutenant Clarence Whiteford,1,0,1,1
b22957261,Private David Williams,2,0,10,10
b22957273,Private Frederick Hemsley,1,1,0,1
b22957285,Corporal T. G. Clark,1,2,5,7
b22957297,Lance Corporal Hurtle Samuel Walker,1,2,1,3
b22957303,Private R. B. Shepley,2,2,0,2
b22957315,Corporal Fred Townsend,1,1,1,2
b22957327,Captain Ralph R. E. (Ratnevelu Raymond Ekin) Smyth,1,2,2,4
b22957339,Second Lieutenant Denis R. Jones,2,2,13,15
b22957340,Private Robert Harold Smith,1,3,17,20
b22957352,Private R. S. Hewett,1,2,2,4
b22957364,Private Robert Benjamin Footner,3,3,0,3
b22957376,Private Harry Richard Kent,2,4,1,5
b22957388,Lieutenant James Brazill Wilson,2,2,7,9
b2295739x,Lance Corporal Horace F. C. Baker,2,2,12,14
b22957406,Private E. H. Wilkinson,1,1,3,4
b22957418,Private Ebenezer Birkin,3,3,0,3
b2295742x,Lance Corporal Richard Gurry,2,2,1,3
b22957431,Private Richard H. Beagley,2,3,1,4
b22957443,Private George P. P. (Nugget) Tolhurst,3,2,0,2
b22957455,Private W. J. (Willie) Grigg,3,3,0,3
b22957467,Private Albert R. Ween,2,2,1,3
b22957479,Private John C. Tyler,2,2,3,5
b22957480,Private Laurence Edmonds Pearce,3,3,3,6
b22957492,Private Andrew Ronald,2,2,1,3
b22957509,Corporal F. A. (Will) Bruce,1,1,6,7
b22957510,Private E. P. Howard (Bunny) Wilson,2,3,29,32
b22957522,Private Robert Skinner,3,3,2,5
b22957534,Driver Charles Williams,3,4,5,9
b22957546,Corporal Laurence M. F. Stapleton,2,2,0,2
b22957558,Private Will A. Buder,3,3,0,3
b2295756x,"Captain W. P. Devonshire, D.S.O.",1,1,0,1
b22957571,Private H. P. Hampton,1,0,1,1
b22957583,Captain W. McCann,1,1,0,1
b22957595,Private Gordon Riding,1,1,0,1
